ChannelType,Id,Address,Attributes.AccountLength,Attributes.PlanOptionA,Attributes.PlanOptionB,Attributes.PlanOptionC,Attributes.UsageWeekdays,Attributes.UsageWeekends,Attributes.SharedWithFriend,Attributes.Churn
EMAIL,2656,churn2656@example.com,207,1,1,1,86,23,0,0
EMAIL,2657,churn2657@example.com,127,1,1,0,23,54,0,0
EMAIL,2658,churn2658@example.com,49,0,1,0,88,94,0,0
EMAIL,2659,churn2659@example.com,99,1,1,1,16,79,0,0
EMAIL,2660,churn2660@example.com,162,0,1,1,55,78,0,0
EMAIL,2661,churn2661@example.com,221,0,1,0,84,54,0,0
EMAIL,2662,churn2662@example.com,158,1,1,1,39,70,0,0
EMAIL,2663,churn2663@example.com,195,0,0,0,55,70,1,0
EMAIL,2664,churn2664@example.com,54,1,1,0,27,76,0,0
EMAIL,2665,churn2665@example.com,277,1,0,1,88,16,0,0
EMAIL,2666,churn2666@example.com,261,0,0,1,78,12,1,0
EMAIL,2667,churn2667@example.com,259,0,1,1,11,26,0,0
EMAIL,2668,churn2668@example.com,260,1,0,0,30,36,0,0
EMAIL,2669,churn2669@example.com,159,1,0,1,10,48,0,0
EMAIL,2670,churn2670@example.com,215,1,0,1,42,9,0,0
EMAIL,2671,churn2671@example.com,247,0,1,1,91,19,0,0
EMAIL,2672,churn2672@example.com,149,0,0,0,80,68,0,0
EMAIL,2673,churn2673@example.com,200,0,0,0,33,10,0,0
EMAIL,2674,churn2674@example.com,226,1,1,1,9,10,0,0
EMAIL,2675,churn2675@example.com,242,0,1,1,36,79,0,0
EMAIL,2676,churn2676@example.com,229,1,1,0,97,23,0,0
EMAIL,2677,churn2677@example.com,226,0,1,0,40,25,0,0
EMAIL,2678,churn2678@example.com,42,0,0,0,5,30,0,0
EMAIL,2679,churn2679@example.com,281,0,1,0,86,14,0,0
EMAIL,2680,churn2680@example.com,174,1,0,1,62,18,1,0
EMAIL,2681,churn2681@example.com,70,1,1,0,98,46,0,0
EMAIL,2682,churn2682@example.com,260,0,1,1,49,29,0,0
EMAIL,2683,churn2683@example.com,205,0,0,1,53,23,0,0
EMAIL,2684,churn2684@example.com,164,0,0,0,98,74,0,0
EMAIL,2685,churn2685@example.com,111,1,1,1,23,6,1,0
EMAIL,2686,churn2686@example.com,194,1,1,0,73,67,0,0
EMAIL,2687,churn2687@example.com,157,0,1,0,84,24,1,0
EMAIL,2688,churn2688@example.com,172,1,1,1,83,67,0,0
EMAIL,2689,churn2689@example.com,208,0,0,1,84,11,0,0
EMAIL,2690,churn2690@example.com,184,0,1,1,5,78,0,0
EMAIL,2691,churn2691@example.com,118,0,1,1,69,12,0,0
EMAIL,2692,churn2692@example.com,58,0,1,0,99,19,0,0
EMAIL,2693,churn2693@example.com,105,1,1,1,48,38,0,0
EMAIL,2694,churn2694@example.com,285,1,0,1,27,92,0,0
EMAIL,2695,churn2695@example.com,97,1,1,0,97,18,0,0
EMAIL,2696,churn2696@example.com,48,1,0,1,48,45,0,0
EMAIL,2697,churn2697@example.com,45,0,0,1,23,15,0,0
EMAIL,2698,churn2698@example.com,93,0,1,1,96,59,0,0
EMAIL,2699,churn2699@example.com,251,0,1,1,4,97,0,0
EMAIL,2700,churn2700@example.com,296,1,0,1,91,48,0,0
EMAIL,2701,churn2701@example.com,152,0,0,1,30,72,0,0
EMAIL,2702,churn2702@example.com,177,0,0,1,3,98,0,0
EMAIL,2703,churn2703@example.com,39,0,1,1,5,18,0,0
EMAIL,2704,churn2704@example.com,183,0,0,1,30,26,0,0
EMAIL,2705,churn2705@example.com,297,1,1,1,57,91,0,0
EMAIL,2706,churn2706@example.com,176,1,0,0,7,77,0,0
EMAIL,2707,churn2707@example.com,178,0,1,1,10,19,0,0
EMAIL,2708,churn2708@example.com,31,0,0,1,83,51,1,0
EMAIL,2709,churn2709@example.com,297,1,0,0,53,83,0,0
EMAIL,2710,churn2710@example.com,238,0,1,0,94,91,1,0
EMAIL,2711,churn2711@example.com,285,0,0,1,41,36,0,0
EMAIL,2712,churn2712@example.com,131,0,1,1,75,44,0,0
EMAIL,2713,churn2713@example.com,65,0,1,0,8,17,0,0
EMAIL,2714,churn2714@example.com,78,0,1,0,30,93,0,0
EMAIL,2715,churn2715@example.com,205,1,0,1,95,43,0,0
EMAIL,2716,churn2716@example.com,112,1,1,0,14,33,0,0
EMAIL,2717,churn2717@example.com,160,0,0,0,52,0,1,0
EMAIL,2718,churn2718@example.com,252,1,0,1,80,51,0,0
EMAIL,2719,churn2719@example.com,233,1,1,0,90,14,0,0
EMAIL,2720,churn2720@example.com,101,1,0,1,7,15,1,0
EMAIL,2721,churn2721@example.com,119,0,1,0,85,41,1,0
EMAIL,2722,churn2722@example.com,146,1,1,0,92,58,0,0
EMAIL,2723,churn2723@example.com,63,0,0,0,15,63,0,0
EMAIL,2724,churn2724@example.com,192,1,0,0,85,14,0,0
EMAIL,2725,churn2725@example.com,90,1,1,1,81,49,0,0
EMAIL,2726,churn2726@example.com,41,1,0,1,48,33,0,0
EMAIL,2727,churn2727@example.com,285,0,1,0,54,69,1,0
EMAIL,2728,churn2728@example.com,173,1,1,0,22,34,0,0
EMAIL,2729,churn2729@example.com,86,0,0,0,47,67,0,0
EMAIL,2730,churn2730@example.com,240,1,1,0,89,92,0,0
EMAIL,2731,churn2731@example.com,104,0,0,1,22,13,0,0
EMAIL,2732,churn2732@example.com,115,1,0,1,80,35,0,0
EMAIL,2733,churn2733@example.com,50,1,0,0,6,50,0,0
EMAIL,2734,churn2734@example.com,87,1,1,1,49,1,0,0
EMAIL,2735,churn2735@example.com,197,0,1,1,44,94,0,0
EMAIL,2736,churn2736@example.com,143,0,0,1,80,14,0,0
EMAIL,2737,churn2737@example.com,181,1,0,1,37,81,0,0
EMAIL,2738,churn2738@example.com,144,1,1,1,59,35,1,0
EMAIL,2739,churn2739@example.com,208,0,1,0,39,88,0,0
EMAIL,2740,churn2740@example.com,219,0,1,1,27,57,0,0
EMAIL,2741,churn2741@example.com,296,1,0,1,40,39,0,0
EMAIL,2742,churn2742@example.com,37,1,0,1,82,24,0,0
EMAIL,2743,churn2743@example.com,125,1,1,1,91,46,0,0
EMAIL,2744,churn2744@example.com,195,0,1,1,63,11,0,0
EMAIL,2745,churn2745@example.com,144,1,0,0,52,34,1,0
EMAIL,2746,churn2746@example.com,127,1,0,1,13,88,0,0
EMAIL,2747,churn2747@example.com,225,1,0,0,37,23,0,0
EMAIL,2748,churn2748@example.com,276,1,0,0,55,66,1,0
EMAIL,2749,churn2749@example.com,241,1,0,1,45,49,1,0
EMAIL,2750,churn2750@example.com,104,1,0,0,77,23,0,0
EMAIL,2751,churn2751@example.com,172,0,1,1,77,84,0,0
EMAIL,2752,churn2752@example.com,85,0,0,0,53,30,1,0
EMAIL,2753,churn2753@example.com,191,0,0,1,37,54,0,0
EMAIL,2754,churn2754@example.com,200,1,1,1,19,39,0,0
EMAIL,2755,churn2755@example.com,293,0,0,1,60,7,0,0
EMAIL,2756,churn2756@example.com,87,0,1,0,30,69,0,0
EMAIL,2757,churn2757@example.com,190,1,0,0,40,78,0,0
EMAIL,2758,churn2758@example.com,204,0,1,0,89,16,0,0
EMAIL,2759,churn2759@example.com,164,0,0,0,31,29,0,0
EMAIL,2760,churn2760@example.com,142,0,0,1,34,84,1,0
EMAIL,2761,churn2761@example.com,112,1,0,0,48,53,0,0
EMAIL,2762,churn2762@example.com,168,1,1,0,10,39,0,0
EMAIL,2763,churn2763@example.com,241,1,0,0,53,29,0,0
EMAIL,2764,churn2764@example.com,200,0,1,0,16,66,0,0
EMAIL,2765,churn2765@example.com,182,0,0,1,10,45,0,0
EMAIL,2766,churn2766@example.com,45,1,0,0,80,84,0,0
EMAIL,2767,churn2767@example.com,123,1,0,0,58,27,0,0
EMAIL,2768,churn2768@example.com,119,1,1,0,29,88,0,0
EMAIL,2769,churn2769@example.com,100,1,0,1,68,27,0,0
EMAIL,2770,churn2770@example.com,158,0,0,1,3,82,0,0
EMAIL,2771,churn2771@example.com,283,0,1,1,84,69,0,0
EMAIL,2772,churn2772@example.com,255,1,1,0,42,21,0,0
EMAIL,2773,churn2773@example.com,206,1,0,1,92,36,0,0
EMAIL,2774,churn2774@example.com,216,1,1,0,97,37,0,0
EMAIL,2775,churn2775@example.com,216,0,1,0,75,93,0,0
EMAIL,2776,churn2776@example.com,81,1,0,1,83,12,0,0
EMAIL,2777,churn2777@example.com,201,1,1,0,63,30,0,0
EMAIL,2778,churn2778@example.com,252,0,1,1,6,70,0,0
EMAIL,2779,churn2779@example.com,214,0,0,0,25,69,0,0
EMAIL,2780,churn2780@example.com,93,0,0,0,28,53,1,0
EMAIL,2781,churn2781@example.com,196,0,1,1,5,45,0,0
EMAIL,2782,churn2782@example.com,149,1,0,1,10,68,0,0
EMAIL,2783,churn2783@example.com,34,1,1,0,78,5,0,0
EMAIL,2784,churn2784@example.com,268,1,0,0,0,35,0,0
EMAIL,2785,churn2785@example.com,161,1,0,1,100,71,0,0
EMAIL,2786,churn2786@example.com,259,1,1,0,30,36,0,0
EMAIL,2787,churn2787@example.com,268,0,0,1,50,49,0,0
EMAIL,2788,churn2788@example.com,131,1,0,0,54,43,0,0
EMAIL,2789,churn2789@example.com,135,1,1,0,41,13,0,0
EMAIL,2790,churn2790@example.com,221,1,1,0,92,76,1,0
EMAIL,2791,churn2791@example.com,156,1,1,1,19,61,0,0
EMAIL,2792,churn2792@example.com,43,0,1,0,69,52,0,0
EMAIL,2793,churn2793@example.com,228,0,1,1,10,91,0,0
EMAIL,2794,churn2794@example.com,86,0,0,1,65,99,0,0
EMAIL,2795,churn2795@example.com,276,0,0,1,62,19,1,0
EMAIL,2796,churn2796@example.com,188,0,1,0,80,26,0,0
EMAIL,2797,churn2797@example.com,59,1,1,1,69,88,1,0
EMAIL,2798,churn2798@example.com,149,0,1,0,9,9,1,0
EMAIL,2799,churn2799@example.com,206,0,0,0,39,18,0,0
EMAIL,2800,churn2800@example.com,152,1,0,1,41,76,0,0
EMAIL,2801,churn2801@example.com,228,1,0,1,34,18,0,0
EMAIL,2802,churn2802@example.com,277,0,0,0,57,32,0,0
EMAIL,2803,churn2803@example.com,139,0,1,1,50,28,0,0
EMAIL,2804,churn2804@example.com,217,1,1,0,35,97,1,0
EMAIL,2805,churn2805@example.com,93,0,0,1,55,1,1,0
EMAIL,2806,churn2806@example.com,216,0,1,0,89,66,1,0
EMAIL,2807,churn2807@example.com,295,0,1,0,63,21,0,0
EMAIL,2808,churn2808@example.com,209,0,1,1,59,18,0,0
EMAIL,2809,churn2809@example.com,109,1,1,0,97,2,0,0
EMAIL,2810,churn2810@example.com,261,0,1,0,13,97,0,0
EMAIL,2811,churn2811@example.com,146,1,1,1,59,29,0,0
EMAIL,2812,churn2812@example.com,35,0,1,1,86,72,0,0
EMAIL,2813,churn2813@example.com,120,1,1,0,92,5,1,0
EMAIL,2814,churn2814@example.com,296,0,1,0,35,75,1,0
EMAIL,2815,churn2815@example.com,32,1,1,0,74,90,0,0
EMAIL,2816,churn2816@example.com,81,1,1,1,46,65,0,0
EMAIL,2817,churn2817@example.com,135,0,0,1,23,50,0,0
EMAIL,2818,churn2818@example.com,203,0,0,0,32,46,0,0
EMAIL,2819,churn2819@example.com,171,0,0,0,42,28,0,0
EMAIL,2820,churn2820@example.com,116,0,1,0,80,24,0,0
EMAIL,2821,churn2821@example.com,231,0,0,0,98,98,0,0
EMAIL,2822,churn2822@example.com,250,0,1,0,61,18,0,0
EMAIL,2823,churn2823@example.com,55,1,1,1,7,0,0,0
EMAIL,2824,churn2824@example.com,46,0,0,0,86,37,0,0
EMAIL,2825,churn2825@example.com,256,0,1,1,73,11,0,0
EMAIL,2826,churn2826@example.com,192,1,1,0,55,75,0,0
EMAIL,2827,churn2827@example.com,177,1,0,1,24,40,1,0
EMAIL,2828,churn2828@example.com,299,0,1,1,73,15,0,0
EMAIL,2829,churn2829@example.com,130,0,0,0,57,85,1,0
EMAIL,2830,churn2830@example.com,144,0,0,0,71,55,1,0
EMAIL,2831,churn2831@example.com,132,1,0,0,76,70,1,0
EMAIL,2832,churn2832@example.com,135,0,0,0,70,42,0,0
EMAIL,2833,churn2833@example.com,163,0,0,1,88,97,0,0
EMAIL,2834,churn2834@example.com,251,1,1,0,73,16,0,0
EMAIL,2835,churn2835@example.com,242,0,1,0,63,40,0,0
EMAIL,2836,churn2836@example.com,32,0,1,1,48,85,0,0
EMAIL,2837,churn2837@example.com,55,0,1,1,72,86,0,0
EMAIL,2838,churn2838@example.com,215,0,1,1,77,48,0,0
EMAIL,2839,churn2839@example.com,56,0,1,1,93,15,0,0
EMAIL,2840,churn2840@example.com,30,1,1,0,29,47,0,0
EMAIL,2841,churn2841@example.com,238,1,0,1,83,56,0,0
EMAIL,2842,churn2842@example.com,183,1,1,0,76,75,0,0
EMAIL,2843,churn2843@example.com,117,0,1,1,80,52,0,0
EMAIL,2844,churn2844@example.com,179,1,0,1,33,83,0,0
EMAIL,2845,churn2845@example.com,181,0,0,0,17,100,1,0
EMAIL,2846,churn2846@example.com,231,1,0,1,21,22,0,0
EMAIL,2847,churn2847@example.com,263,1,0,1,75,34,0,0
EMAIL,2848,churn2848@example.com,262,0,0,1,66,66,1,0
EMAIL,2849,churn2849@example.com,248,1,0,0,66,81,0,0
EMAIL,2850,churn2850@example.com,115,0,1,1,37,56,0,0
EMAIL,2851,churn2851@example.com,41,1,0,0,70,65,0,0
EMAIL,2852,churn2852@example.com,292,0,1,0,13,3,0,0
EMAIL,2853,churn2853@example.com,168,0,1,0,19,20,0,0
EMAIL,2854,churn2854@example.com,100,0,1,1,27,81,1,0
EMAIL,2855,churn2855@example.com,248,1,1,0,0,78,0,0
EMAIL,2856,churn2856@example.com,73,1,1,1,90,17,0,0
EMAIL,2857,churn2857@example.com,280,0,1,1,6,24,1,0
EMAIL,2858,churn2858@example.com,255,1,1,0,96,45,0,0
EMAIL,2859,churn2859@example.com,234,0,0,1,9,83,0,0
EMAIL,2860,churn2860@example.com,42,1,0,1,96,51,0,0
EMAIL,2861,churn2861@example.com,279,1,0,0,81,93,0,0
EMAIL,2862,churn2862@example.com,207,0,1,0,26,37,1,0
EMAIL,2863,churn2863@example.com,277,0,0,0,17,3,0,0
EMAIL,2864,churn2864@example.com,270,1,1,1,83,23,0,0
EMAIL,2865,churn2865@example.com,229,0,1,0,68,69,0,0
EMAIL,2866,churn2866@example.com,103,1,1,0,94,23,0,0
EMAIL,2867,churn2867@example.com,201,1,1,1,77,80,0,0
EMAIL,2868,churn2868@example.com,169,1,0,1,31,96,0,0
EMAIL,2869,churn2869@example.com,119,0,1,0,43,12,0,0
EMAIL,2870,churn2870@example.com,187,0,1,0,85,7,1,0
EMAIL,2871,churn2871@example.com,280,1,1,1,69,55,0,0
EMAIL,2872,churn2872@example.com,258,0,1,1,70,26,0,0
EMAIL,2873,churn2873@example.com,271,0,1,1,85,21,0,0
EMAIL,2874,churn2874@example.com,32,0,1,0,53,98,0,0
EMAIL,2875,churn2875@example.com,295,1,1,0,96,66,0,0
EMAIL,2876,churn2876@example.com,149,0,1,0,42,87,0,0
EMAIL,2877,churn2877@example.com,294,1,1,0,96,77,0,0
EMAIL,2878,churn2878@example.com,210,1,1,0,10,34,0,0
EMAIL,2879,churn2879@example.com,107,0,0,0,5,17,0,0
EMAIL,2880,churn2880@example.com,287,1,1,1,5,13,0,1
EMAIL,2881,churn2881@example.com,49,1,1,0,14,71,1,0
EMAIL,2882,churn2882@example.com,166,0,1,1,29,42,0,0
EMAIL,2883,churn2883@example.com,178,1,0,1,22,95,0,0
EMAIL,2884,churn2884@example.com,181,1,1,0,89,31,0,0
EMAIL,2885,churn2885@example.com,214,1,0,1,27,17,0,0
EMAIL,2886,churn2886@example.com,294,1,1,0,20,96,0,0
EMAIL,2887,churn2887@example.com,273,0,0,0,92,64,0,0
EMAIL,2888,churn2888@example.com,300,1,0,0,14,13,0,0
EMAIL,2889,churn2889@example.com,286,1,0,0,94,99,0,0
EMAIL,2890,churn2890@example.com,52,0,0,0,91,76,0,0
EMAIL,2891,churn2891@example.com,242,1,0,0,37,98,0,0
EMAIL,2892,churn2892@example.com,87,1,0,1,35,23,1,0
EMAIL,2893,churn2893@example.com,226,0,1,0,35,82,0,0
EMAIL,2894,churn2894@example.com,169,0,1,0,41,83,0,0
EMAIL,2895,churn2895@example.com,47,0,0,0,91,76,0,0
EMAIL,2896,churn2896@example.com,92,1,1,1,6,54,0,0
EMAIL,2897,churn2897@example.com,113,1,0,0,39,82,1,0
EMAIL,2898,churn2898@example.com,155,0,0,0,33,23,1,0
EMAIL,2899,churn2899@example.com,200,0,1,1,24,38,1,0
EMAIL,2900,churn2900@example.com,288,1,1,1,29,79,0,0
EMAIL,2901,churn2901@example.com,294,0,0,1,60,87,0,0
EMAIL,2902,churn2902@example.com,235,0,0,0,29,38,1,0
EMAIL,2903,churn2903@example.com,81,1,0,0,9,24,0,0
EMAIL,2904,churn2904@example.com,140,0,1,0,5,44,0,0
EMAIL,2905,churn2905@example.com,56,1,0,1,49,75,0,0
EMAIL,2906,churn2906@example.com,47,1,1,1,38,70,0,0
EMAIL,2907,churn2907@example.com,228,0,0,1,68,79,0,0
EMAIL,2908,churn2908@example.com,129,1,0,0,13,70,0,0
EMAIL,2909,churn2909@example.com,143,0,1,1,0,17,0,0
EMAIL,2910,churn2910@example.com,45,1,0,0,34,77,0,0
EMAIL,2911,churn2911@example.com,154,0,1,0,55,11,0,0
EMAIL,2912,churn2912@example.com,135,1,1,0,100,62,0,0
EMAIL,2913,churn2913@example.com,185,0,0,1,80,32,0,0
EMAIL,2914,churn2914@example.com,185,0,1,0,30,72,0,0
EMAIL,2915,churn2915@example.com,215,1,1,1,8,4,0,1
EMAIL,2916,churn2916@example.com,34,1,0,1,59,64,1,0
EMAIL,2917,churn2917@example.com,113,0,1,0,36,29,0,0
EMAIL,2918,churn2918@example.com,81,0,0,0,42,51,0,0
EMAIL,2919,churn2919@example.com,58,0,0,0,97,0,0,0
EMAIL,2920,churn2920@example.com,96,0,1,0,11,13,0,0
EMAIL,2921,churn2921@example.com,118,0,0,1,90,69,0,0
EMAIL,2922,churn2922@example.com,214,0,1,1,37,92,0,0
EMAIL,2923,churn2923@example.com,185,1,0,0,60,40,0,0
EMAIL,2924,churn2924@example.com,224,0,0,0,45,80,1,0
EMAIL,2925,churn2925@example.com,109,0,1,0,80,76,0,0
EMAIL,2926,churn2926@example.com,277,0,1,1,53,42,0,0
EMAIL,2927,churn2927@example.com,49,0,1,0,50,75,1,0
EMAIL,2928,churn2928@example.com,155,1,1,1,96,77,0,0
EMAIL,2929,churn2929@example.com,193,0,0,1,93,77,0,0
EMAIL,2930,churn2930@example.com,300,1,1,0,10,62,0,0
EMAIL,2931,churn2931@example.com,227,1,1,1,74,27,0,0
EMAIL,2932,churn2932@example.com,206,0,1,0,70,34,0,0
EMAIL,2933,churn2933@example.com,163,0,1,0,87,49,0,0
EMAIL,2934,churn2934@example.com,230,1,0,1,92,21,0,0
EMAIL,2935,churn2935@example.com,293,0,1,0,46,63,0,0
EMAIL,2936,churn2936@example.com,159,1,1,1,64,69,0,0
EMAIL,2937,churn2937@example.com,299,0,1,1,83,19,0,0
EMAIL,2938,churn2938@example.com,47,0,0,1,44,78,0,0
EMAIL,2939,churn2939@example.com,168,1,1,0,9,68,0,0
EMAIL,2940,churn2940@example.com,197,0,1,0,91,94,0,0
EMAIL,2941,churn2941@example.com,291,1,1,0,92,94,0,0
EMAIL,2942,churn2942@example.com,219,0,0,1,100,35,1,0
EMAIL,2943,churn2943@example.com,235,1,0,0,40,84,0,0
EMAIL,2944,churn2944@example.com,241,0,1,0,92,26,0,0
EMAIL,2945,churn2945@example.com,181,0,0,1,47,31,0,0
EMAIL,2946,churn2946@example.com,217,0,0,1,95,5,1,0
EMAIL,2947,churn2947@example.com,257,1,1,1,95,56,0,0
EMAIL,2948,churn2948@example.com,60,0,1,1,94,27,1,0
EMAIL,2949,churn2949@example.com,228,0,1,1,62,85,0,0
EMAIL,2950,churn2950@example.com,269,1,1,0,37,91,1,0
EMAIL,2951,churn2951@example.com,128,1,0,1,55,67,0,0
EMAIL,2952,churn2952@example.com,203,1,0,0,24,72,0,0
EMAIL,2953,churn2953@example.com,272,1,0,0,92,21,0,0
EMAIL,2954,churn2954@example.com,88,0,1,1,28,19,0,0
EMAIL,2955,churn2955@example.com,62,1,0,0,33,11,0,0
EMAIL,2956,churn2956@example.com,52,1,0,0,69,33,0,0
EMAIL,2957,churn2957@example.com,112,1,0,1,53,78,1,0
EMAIL,2958,churn2958@example.com,73,1,0,0,100,3,1,0
EMAIL,2959,churn2959@example.com,210,0,0,0,69,94,0,0
EMAIL,2960,churn2960@example.com,135,1,0,0,69,39,0,0
EMAIL,2961,churn2961@example.com,127,0,1,0,38,85,0,0
EMAIL,2962,churn2962@example.com,31,0,0,0,42,37,0,0
EMAIL,2963,churn2963@example.com,184,0,1,1,36,61,1,0
EMAIL,2964,churn2964@example.com,98,1,1,0,38,69,1,0
EMAIL,2965,churn2965@example.com,230,0,1,1,56,95,1,0
EMAIL,2966,churn2966@example.com,251,0,1,1,96,5,0,0
EMAIL,2967,churn2967@example.com,225,1,1,1,42,71,0,0
EMAIL,2968,churn2968@example.com,73,1,0,1,76,0,0,0
EMAIL,2969,churn2969@example.com,151,0,1,0,46,3,0,0
EMAIL,2970,churn2970@example.com,120,0,1,1,92,26,0,0
EMAIL,2971,churn2971@example.com,289,0,0,1,51,35,0,0
EMAIL,2972,churn2972@example.com,214,0,0,1,93,11,0,0
EMAIL,2973,churn2973@example.com,175,1,1,0,93,84,0,0
EMAIL,2974,churn2974@example.com,224,0,0,0,43,31,0,0
EMAIL,2975,churn2975@example.com,291,1,1,0,38,71,0,0
EMAIL,2976,churn2976@example.com,35,0,0,0,84,81,0,0
EMAIL,2977,churn2977@example.com,250,1,1,1,23,26,0,0
EMAIL,2978,churn2978@example.com,154,0,0,1,30,83,0,0
EMAIL,2979,churn2979@example.com,259,1,0,0,11,96,1,0
EMAIL,2980,churn2980@example.com,225,0,1,1,24,12,1,0
EMAIL,2981,churn2981@example.com,153,1,0,0,53,20,0,0
EMAIL,2982,churn2982@example.com,224,0,1,0,32,38,0,0
EMAIL,2983,churn2983@example.com,172,0,1,0,3,64,0,0
EMAIL,2984,churn2984@example.com,189,1,0,1,17,31,0,0
EMAIL,2985,churn2985@example.com,130,0,1,0,65,54,0,0
EMAIL,2986,churn2986@example.com,33,1,1,1,33,16,1,0
EMAIL,2987,churn2987@example.com,133,0,1,0,98,75,0,0
EMAIL,2988,churn2988@example.com,111,0,1,0,28,52,1,0
EMAIL,2989,churn2989@example.com,57,0,0,1,33,16,0,0
EMAIL,2990,churn2990@example.com,76,1,0,0,60,92,0,0
EMAIL,2991,churn2991@example.com,125,0,0,1,16,22,1,0
EMAIL,2992,churn2992@example.com,180,1,0,1,84,49,0,0
EMAIL,2993,churn2993@example.com,68,0,1,0,11,19,0,0
EMAIL,2994,churn2994@example.com,45,0,0,0,46,19,0,0
EMAIL,2995,churn2995@example.com,69,0,1,0,3,85,0,0
EMAIL,2996,churn2996@example.com,185,0,0,0,18,13,0,0
EMAIL,2997,churn2997@example.com,283,0,1,1,0,64,1,0
EMAIL,2998,churn2998@example.com,93,0,0,0,35,16,1,0
EMAIL,2999,churn2999@example.com,278,1,1,1,2,44,0,0
EMAIL,3000,churn3000@example.com,179,0,1,0,86,52,0,0
EMAIL,3001,churn3001@example.com,249,0,1,1,32,4,0,0
EMAIL,3002,churn3002@example.com,262,0,0,0,14,84,1,0
EMAIL,3003,churn3003@example.com,226,0,1,1,31,19,0,0
EMAIL,3004,churn3004@example.com,125,1,0,0,20,37,0,0
EMAIL,3005,churn3005@example.com,77,1,0,0,69,94,0,0
EMAIL,3006,churn3006@example.com,40,0,1,1,6,72,1,0
EMAIL,3007,churn3007@example.com,62,1,0,1,29,57,0,0
EMAIL,3008,churn3008@example.com,146,1,0,0,98,22,0,0
EMAIL,3009,churn3009@example.com,122,0,1,0,35,97,0,0
EMAIL,3010,churn3010@example.com,141,1,0,1,75,80,0,0
EMAIL,3011,churn3011@example.com,229,0,1,0,96,25,0,0
EMAIL,3012,churn3012@example.com,181,1,1,1,68,27,0,0
EMAIL,3013,churn3013@example.com,185,1,0,1,47,63,0,0
EMAIL,3014,churn3014@example.com,163,1,1,1,58,24,0,0
EMAIL,3015,churn3015@example.com,275,0,1,1,89,11,0,0
EMAIL,3016,churn3016@example.com,39,1,0,0,8,88,0,0
EMAIL,3017,churn3017@example.com,116,1,0,1,76,38,0,0
EMAIL,3018,churn3018@example.com,222,0,0,1,17,65,0,0
EMAIL,3019,churn3019@example.com,181,1,0,0,40,52,0,0
EMAIL,3020,churn3020@example.com,109,0,1,0,54,48,0,0
EMAIL,3021,churn3021@example.com,287,0,1,1,74,86,0,0
EMAIL,3022,churn3022@example.com,80,0,1,1,83,77,1,0
EMAIL,3023,churn3023@example.com,235,1,0,1,92,57,1,0
EMAIL,3024,churn3024@example.com,141,0,1,0,42,77,0,0
EMAIL,3025,churn3025@example.com,59,1,0,0,28,0,1,0
EMAIL,3026,churn3026@example.com,223,1,0,0,40,20,0,0
EMAIL,3027,churn3027@example.com,199,0,0,1,83,27,0,0
EMAIL,3028,churn3028@example.com,116,0,1,0,62,97,1,0
EMAIL,3029,churn3029@example.com,136,0,0,1,91,46,1,0
EMAIL,3030,churn3030@example.com,240,1,1,1,5,36,0,0
EMAIL,3031,churn3031@example.com,69,0,0,1,12,24,0,0
EMAIL,3032,churn3032@example.com,276,0,0,0,81,10,0,0
EMAIL,3033,churn3033@example.com,107,0,1,1,40,39,1,0
EMAIL,3034,churn3034@example.com,256,0,0,1,30,78,0,0
EMAIL,3035,churn3035@example.com,179,1,0,0,16,64,0,0
EMAIL,3036,churn3036@example.com,52,1,1,1,21,58,0,0
EMAIL,3037,churn3037@example.com,45,0,0,0,73,50,0,0
EMAIL,3038,churn3038@example.com,281,1,1,0,46,0,1,0
EMAIL,3039,churn3039@example.com,233,0,1,0,69,48,0,0
EMAIL,3040,churn3040@example.com,77,1,0,1,15,27,0,0
EMAIL,3041,churn3041@example.com,123,1,1,1,55,10,0,0
EMAIL,3042,churn3042@example.com,285,0,1,1,56,29,0,0
EMAIL,3043,churn3043@example.com,280,1,0,0,72,51,0,0
EMAIL,3044,churn3044@example.com,271,0,1,0,3,52,0,0
EMAIL,3045,churn3045@example.com,283,0,0,0,74,9,0,0
EMAIL,3046,churn3046@example.com,300,0,1,0,79,21,0,0
EMAIL,3047,churn3047@example.com,38,0,1,1,94,19,0,0
EMAIL,3048,churn3048@example.com,82,1,1,0,65,6,0,0
EMAIL,3049,churn3049@example.com,118,0,0,1,54,24,0,0
EMAIL,3050,churn3050@example.com,184,1,1,0,70,78,0,0
EMAIL,3051,churn3051@example.com,277,0,0,0,30,14,0,0
EMAIL,3052,churn3052@example.com,45,1,0,1,85,98,0,0
EMAIL,3053,churn3053@example.com,30,0,0,1,18,94,0,0
EMAIL,3054,churn3054@example.com,277,0,0,1,68,75,0,0
EMAIL,3055,churn3055@example.com,149,0,0,0,13,74,0,0
EMAIL,3056,churn3056@example.com,89,1,0,0,16,91,0,0
EMAIL,3057,churn3057@example.com,114,1,0,1,41,4,0,0
EMAIL,3058,churn3058@example.com,276,1,0,1,38,84,0,0
EMAIL,3059,churn3059@example.com,168,0,0,0,61,86,1,0
EMAIL,3060,churn3060@example.com,248,1,0,1,90,59,1,0
EMAIL,3061,churn3061@example.com,100,0,0,1,12,13,1,0
EMAIL,3062,churn3062@example.com,272,1,0,1,6,90,0,0
EMAIL,3063,churn3063@example.com,147,1,0,0,16,75,0,0
